[2026-02-21 00:02:00] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-03-10 07:16:10] Lucky 6 Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:16:12] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4}
[2026-03-10 07:16:12] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4} TH=10
[2026-03-10 07:16:15] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:16:15] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:16:16] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 2, 'columna_1': 0, 'columna_2': 7, 'columna_3': 1}
[2026-03-10 07:16:16] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 2, 'columna_1': 0, 'columna_2': 7, 'columna_3': 1} TH=10
[2026-03-10 07:16:25] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1}
[2026-03-10 07:16:25] Mega Roulette Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1} TH=10
[2026-03-10 07:16:26] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 2, 'columna_1': 7, 'columna_2': 3, 'columna_3': 0}
[2026-03-10 07:16:26] Roulette 1 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 2, 'columna_1': 7, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-03-10 07:16:32] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4}
[2026-03-10 07:16:32] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4} TH=10
[2026-03-10 07:16:33] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 3, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-10 07:16:33] Roulette 3 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 3, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-10 07:16:33] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 14, 'columna_1': 2, 'columna_2': 12, 'columna_3': 0}
   >>> SKIPPED docena_3 (Cooldown)
   >>> SKIPPED columna_2 (Cooldown)
[2026-03-10 07:16:33] Roulette Macao Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 14, 'columna_1': 2, 'columna_2': 12, 'columna_3': 0} TH=10
[2026-03-10 07:16:35] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 3, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:16:35] Auto Roulette Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 3, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:16:49] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 5}
[2026-03-10 07:16:49] Ruleta Latina Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 5} TH=10
[2026-03-10 07:16:53] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 8, 'columna_3': 2}
[2026-03-10 07:16:53] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 8, 'columna_3': 2} TH=10
[2026-03-10 07:16:54] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:16:54] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:16:59] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-03-10 07:16:59] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-03-10 07:17:03] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 3, 'columna_1': 8, 'columna_2': 4, 'columna_3': 0}
[2026-03-10 07:17:03] Roulette 1 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 3, 'columna_1': 8, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-03-10 07:17:08] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0}
[2026-03-10 07:17:08] Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-03-10 07:17:12] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1}
[2026-03-10 07:17:12] Auto Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1} TH=10
[2026-03-10 07:17:15] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 4, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:17:15] Brazilian Roulette Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 4, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:17:16] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:17:16] Roulette 3 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:17:17] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:17:17] Roulette Macao Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:17:26] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-03-10 07:17:26] Ruleta Latina Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-03-10 07:17:36] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3}
[2026-03-10 07:17:36] Brazilian Mega Roulette Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-03-10 07:17:37] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-03-10 07:17:37] Lucky 6 Roulette Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-03-10 07:17:40] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 9, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:17:40] Roulette 1 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 9, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:17:46] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 3, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1}
[2026-03-10 07:17:46] Mega Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 3, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1} TH=10
[2026-03-10 07:17:46] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:17:46] Brazilian Roulette Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:17:48] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 3, 'columna_3': 2}
[2026-03-10 07:17:48] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 3, 'columna_3': 2} TH=10
[2026-03-10 07:17:50] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0}
[2026-03-10 07:17:50] Auto Roulette Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-03-10 07:17:53] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:17:53] Roulette 3 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:17:54] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 2, 'docena_2': 4, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:17:54] Roulette Macao Delays={'docena_1': 2, 'docena_2': 4, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:18:10] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-03-10 07:18:10] Ruleta Latina Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1} TH=10
[2026-03-10 07:18:13] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 4}
[2026-03-10 07:18:13] Brazilian Mega Roulette Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-03-10 07:18:20] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 4}
[2026-03-10 07:18:20] Lucky 6 Roulette Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 4} TH=10
[2026-03-10 07:18:24] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 10, 'columna_2': 1, 'columna_3': 0}
   >>> SENT ALERT for columna_1 (Delay 10)
[2026-03-10 07:18:25] Roulette 1 Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 10, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:18:26] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0}
[2026-03-10 07:18:26] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-03-10 07:18:28] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1}
[2026-03-10 07:18:28] Auto Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1} TH=10
[2026-03-10 07:18:30] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 4, 'columna_1': 1, 'columna_2': 6, 'columna_3': 0}
[2026-03-10 07:18:30] Mega Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 4, 'columna_1': 1, 'columna_2': 6, 'columna_3': 0} TH=10
[2026-03-10 07:18:31] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-10 07:18:31] Brazilian Roulette Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-10 07:18:32] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:18:32] Roulette 3 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:18:33] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 3, 'docena_2': 5, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 3}
[2026-03-10 07:18:33] Roulette Macao Delays={'docena_1': 3, 'docena_2': 5, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-03-10 07:18:49] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0}
[2026-03-10 07:18:49] Ruleta Latina Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 0, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-03-10 07:18:53] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 3, 'columna_2': 0, 'columna_3': 5}
[2026-03-10 07:18:53] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 3, 'columna_2': 0, 'columna_3': 5} TH=10
[2026-03-10 07:19:46] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 6, 'columna_3': 0}
[2026-03-10 07:19:46] Ruleta Latina Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 6, 'columna_3': 0} TH=10
[2026-03-10 07:19:47] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 5, 'columna_1': 0, 'columna_2': 7, 'columna_3': 1}
[2026-03-10 07:19:47] Mega Roulette Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 5, 'columna_1': 0, 'columna_2': 7, 'columna_3': 1} TH=10
[2026-03-10 07:19:48] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 6, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:19:48] Brazilian Roulette Delays={'docena_1': 6, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:19:48] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1}
[2026-03-10 07:19:48] Roulette 1 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1} TH=10
[2026-03-10 07:19:49] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 4}
[2026-03-10 07:19:49] Roulette 3 Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-03-10 07:19:49] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4}
[2026-03-10 07:19:49] Roulette Macao Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4} TH=10
[2026-03-10 07:19:50] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 2, 'columna_2': 5, 'columna_3': 0}
[2026-03-10 07:19:50] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 2, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-03-10 07:19:50] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 6}
[2026-03-10 07:19:50] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 6} TH=10
[2026-03-10 07:19:51] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 2, 'columna_2': 4, 'columna_3': 0}
[2026-03-10 07:19:51] Lucky 6 Roulette Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 2, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-03-10 07:19:52] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 2, 'columna_2': 7, 'columna_3': 0}
[2026-03-10 07:19:52] Auto Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 2, 'columna_2': 7, 'columna_3': 0} TH=10
[2026-03-10 07:19:54] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 1, 'columna_2': 8, 'columna_3': 0}
[2026-03-10 07:19:54] Mega Roulette Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 1, 'columna_2': 8, 'columna_3': 0} TH=10
[2026-03-10 07:19:56] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 5}
[2026-03-10 07:19:56] Roulette Macao Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 5} TH=10
[2026-03-10 07:19:56] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 4, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:19:56] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 4, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:20:05] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 7, 'columna_3': 0}
[2026-03-10 07:20:05] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 7, 'columna_3': 0} TH=10
[2026-03-10 07:20:15] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 7}
[2026-03-10 07:20:15] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 7} TH=10
[2026-03-10 07:20:16] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 3, 'columna_2': 8, 'columna_3': 0}
[2026-03-10 07:20:16] Auto Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 3, 'columna_2': 8, 'columna_3': 0} TH=10
[2026-03-10 07:20:19] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 7, 'docena_2': 2, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:20:19] Brazilian Roulette Delays={'docena_1': 7, 'docena_2': 2, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:20:20] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0}
[2026-03-10 07:20:20] Roulette 1 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-03-10 07:20:20] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 6, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:20:20] Roulette 3 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 6, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:20:28] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 3, 'columna_2': 5, 'columna_3': 0}
[2026-03-10 07:20:28] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 3, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-03-10 07:20:37] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 2, 'columna_2': 9, 'columna_3': 0}
[2026-03-10 07:20:37] Mega Roulette Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 2, 'columna_2': 9, 'columna_3': 0} TH=10
[2026-03-10 07:20:39] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 6, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 6}
[2026-03-10 07:20:39] Roulette Macao Delays={'docena_1': 6, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 6} TH=10
[2026-03-10 07:20:40] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 5, 'columna_1': 4, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:20:40] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 5, 'columna_1': 4, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:20:43] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:20:43] Ruleta Latina Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:20:54] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 5, 'columna_1': 4, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:20:54] Auto Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 5, 'columna_1': 4, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:20:56] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-03-10 07:20:56] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-03-10 07:20:57] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:20:57] Roulette 1 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:20:57] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 2, 'columna_1': 7, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:20:57] Roulette 3 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 2, 'columna_1': 7, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:20:59] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 8}
[2026-03-10 07:20:59] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 8} TH=10
[2026-03-10 07:21:12] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 7, 'docena_3': 0, 'columna_1': 4, 'columna_2': 6, 'columna_3': 0}
[2026-03-10 07:21:12] Lucky 6 Roulette Delays={'docena_1': 1, 'docena_2': 7, 'docena_3': 0, 'columna_1': 4, 'columna_2': 6, 'columna_3': 0} TH=10
[2026-03-10 07:21:14] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 3, 'columna_2': 10, 'columna_3': 0}
   >>> SENT ALERT for columna_2 (Delay 10)
[2026-03-10 07:21:15] Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 3, 'columna_2': 10, 'columna_3': 0} TH=10
